_id,stockTicker,stockName,currentPrice,marketCap,sector
384,BMRC,Bank of Marin Bancorp,68.75,475856012.5,Finance
385,BMRN,BioMarin Pharmaceutical Inc.,92.63,16267798888.51,Health Care
386,BMTC,Bryn Mawr Bank Corporation,45.45,916983428.85,Finance
387,BNCL,"Beneficial Bancorp, Inc.",15.8,1197069888.6,Finance
388,BNDX,Vanguard Total International Bond ETF,53.98,8001320342.04,n/a
389,BNFT,"Benefitfocus, Inc.",25,781830850,Technology
390,BNSO,"Bonso Electronics International, Inc.",3.51,17420817.96,Capital Goods
391,BNTC,Benitec Biopharma Limited,3.64,6688641.96,Health Care
392,BNTCW,Benitec Biopharma Limited,0.39,0,Health Care
393,BOCH,Bank of Commerce Holdings (CA),11.7,190377287.1,Finance
394,BOFI,"BofI Holding, Inc.",37.08,2360370857.76,Finance
395,BOFIL,"BofI Holding, Inc.",25.931,0,Finance
396,BOJA,"Bojangles&#39;, Inc.",12.1,448537804,Consumer Services
397,BOKF,BOK Financial Corporation,97.61,6389236881.46,Finance
398,BOKFL,BOK Financial Corporation,25.08,0,Finance
399,BOLD,"Audentes Therapeutics, Inc.",35.1,1047923065.8,Health Care
400,BOMN,Boston Omaha Corporation,21.54,309372924.18,Finance
401,BOOM,DMC Global Inc.,22.9,338217931.8,Capital Goods
402,BOSC,B.O.S. Better Online Solutions,2.23,7216991.37,Technology
403,BOTJ,"Bank of the James Financial Group, Inc.",15.0399,65851239.5964,Finance
404,BOTZ,Global X Robotics & Artificial Intelligence ETF,26.67,0,n/a
405,BOXL,Boxlight Corporation,5.6369,32741065.5674,Miscellaneous
406,BPFH,"Boston Private Financial Holdings, Inc.",15.3,1288879956,Finance
407,BPFHP,"Boston Private Financial Holdings, Inc.",25.5905,0,Finance
408,BPFHW,"Boston Private Financial Holdings, Inc.",9.39,0,Finance
409,BPMC,Blueprint Medicines Corporation,80.07,3480039092.13,Health Care
410,BPOP,"Popular, Inc.",41.65,4250787587.9,Finance
411,BPOPM,"Popular, Inc.",22.3163,0,Finance
412,BPOPN,"Popular, Inc.",24.275,291300000,Finance
413,BPRN,The Bank of Princeton,32.51,0,n/a
414,BPTH,"Bio-Path Holdings, Inc.",0.2033,23052252.056,Health Care
415,BPY,Brookfield Property Partners L.P.,21.64,5517966114.88,Finance
416,BRAC,Black Ridge Acquisition Corp.,9.66,170933700,Finance
417,BRACR,Black Ridge Acquisition Corp.,0.29,0,Finance
418,BRACU,Black Ridge Acquisition Corp.,10.19,0,Finance
419,BRACW,Black Ridge Acquisition Corp.,0.35,0,Finance
420,BREW,"Craft Brew Alliance, Inc.",19.45,375317333.45,Consumer Non-Durables
421,BRID,Bridgford Foods Corporation,16.8338,152797574.5216,Consumer Non-Durables
422,BRKL,"Brookline Bancorp, Inc.",16.8,1287759849.6,Finance
423,BRKR,Bruker Corporation,36.23,5636035171.8,Capital Goods
424,BRKS,"Brooks Automation, Inc.",28.57,2012098190.06,Technology
425,BRPA,Big Rock Partners Acquisition Corp.,9.72,0,Finance
426,BRPAR,Big Rock Partners Acquisition Corp.,0.394,0,Finance
427,BRPAU,Big Rock Partners Acquisition Corp.,10.6,0,Finance
428,BRPAW,Big Rock Partners Acquisition Corp.,0.4,0,Finance
429,BRQS,"Borqs Technologies, Inc. ",6.8,209471531.6,Technology
430,BSET,"Bassett Furniture Industries, Incorporated",33.95,364643064.45,Consumer Durables
431,BSF,"Bear State Financial, Inc.",10.27,387873385.51,Finance
432,BSFT,"BroadSoft, Inc.",54.9,1737551291.4,Technology
433,BSPM,"Biostar Pharmaceuticals, Inc.",3.6,9493876.8,Health Care
434,BSQR,BSQUARE Corporation,4.25,53668281.75,Miscellaneous
435,BSRR,Sierra Bancorp,27.48,418337932.8,Finance
436,BSTC,BioSpecifics Technologies Corp,43.26,311006219.58,Health Care
437,BTEC,Principal Healthcare Innovators Index ETF,33.8,54080033.8,n/a
438,BUFF,"Blue Buffalo Pet Products, Inc.",34.16,6670187940.08,Consumer Non-Durables
439,BUR,Burcon NutraScience Corp,0.4671,17669073.4425,Consumer Non-Durables
440,BURG,"Chanticleer Holdings, Inc.",3.86,11678981.98,Consumer Services
441,BUSE,First Busey Corporation,31.31,1522750703.64,Finance
442,BV,"Bazaarvoice, Inc.",5.5,473490968.5,Technology
443,BVSN,"BroadVision, Inc.",3,14969427,Technology
444,BVXV,BiondVax Pharmaceuticals Ltd.,7.217,22303041.516,Health Care
445,BVXVW,BiondVax Pharmaceuticals Ltd.,1.9,0,Health Care
446,BWEN,"Broadwind Energy, Inc.",2.43,36803978.1,Capital Goods
447,BWFG,"Bankwell Financial Group, Inc.",34.35,265090800.75,Finance
448,BWINA,"Baldwin & Lyons, Inc.",23.02,346149599.14,Finance
449,BWINB,"Baldwin & Lyons, Inc.",23.1,347352551.7,Finance
450,BWLD,"Buffalo Wild Wings, Inc.",156.95,2437445271.25,Consumer Services
451,BYBK,"Bay Bancorp, Inc.",12.75,136653084.75,Finance
452,BYFC,Broadway Financial Corporation,2.49,68353535.31,Finance
453,BYSI,"BeyondSpring, Inc.",26.92,614986377.04,Health Care
454,BZUN,Baozun Inc.,38.31,1468237530.87,Consumer Services
455,CA,CA Inc.,35.38,14808065279.72,Technology
456,CAAS,"China Automotive Systems, Inc.",4.65,147144618.6,Capital Goods
457,CAC,Camden National Corporation,42.52,659742403.48,Finance
458,CACC,Credit Acceptance Corporation,326.23,6299570134.53,Finance
459,CACG,ClearBridge All Cap Growth ETF,29.94,58380604.8,n/a
460,CADC,"China Advanced Construction Materials Group, Inc.",4.45,10625078.1,Basic Industries
461,CAFD,8point3 Energy Partners LP,14.55,1150685804.25,Public Utilities
462,CAKE,The Cheesecake Factory Incorporated,50.89,2330013153.65,Consumer Services
463,CALA,"Calithera Biosciences, Inc.",7.55,267848941.55,Health Care
464,CALD,"Callidus Software, Inc.",35.975,2450433527.5,Technology
465,CALI,China Auto Logistics Inc.,3.11,15053625.34,Consumer Services
466,CALL,magicJack VocalTec Ltd,8.4,135369217.2,Public Utilities
467,CALM,"Cal-Maine Foods, Inc.",42.35,2057148200.8,Consumer Non-Durables
468,CAMP,CalAmp Corp.,24.58,875653036.7,Technology
469,CAMT,Camtek Ltd.,6.89,244026519.88,Capital Goods
470,CAPR,"Capricor Therapeutics, Inc.",1.83,47049435.42,Health Care
471,CAR,"Avis Budget Group, Inc.",44.75,3643614720.5,Consumer Services
472,CARA,"Cara Therapeutics, Inc.",14.07,458801383.95,Health Care
473,CARB,"Carbonite, Inc.",24.55,686105404.85,Technology
474,CARG,"CarGurus, Inc.",32.94,3494629963.8,Technology
475,CARO,Carolina Financial Corporation,41.9,882430550.5,Finance
476,CART,"Carolina Trust BancShares, Inc.",9.8909,46060734.392,Finance
477,CARV,"Carver Bancorp, Inc.",2.62,9683747.94,Finance
478,CARZ,First Trust NASDAQ Global Auto Index Fund,43.53,21765087.06,n/a
479,CASA,"Casa Systems, Inc.",19.9,1593939752.5,Technology
480,CASC,"Cascadian Therapeutics, Inc.",9.96,503580787.2,Health Care
481,CASH,"Meta Financial Group, Inc.",113.6,1097926505.6,Finance
482,CASI,"CASI Pharmaceuticals, Inc.",4.27,277834228.28,Health Care
483,CASM,"CAS Medical Systems, Inc.",1.23,34717607.31,Health Care
484,CASS,"Cass Information Systems, Inc",58.4,717326265.6,Miscellaneous
485,CASY,"Caseys General Stores, Inc.",119.96,4504169789.44,Consumer Durables
486,CATB,"Catabasis Pharmaceuticals, Inc.",1.47,33932270.19,Health Care
487,CATC,Cambridge Bancorp,78.9,322084633.2,Finance
488,CATH,Global X S&P 500 Catholic Values ETF,34.68,0,n/a
489,CATM,Cardtronics plc,26.36,1204163048.36,Miscellaneous
490,CATS,"Catasys, Inc.",5.05,80240313.55,Health Care
491,CATY,Cathay General Bancorp,44.49,3595680331.83,Finance
492,CATYW,Cathay General Bancorp,22.21,0,Finance
493,CAVM,"Cavium, Inc.",87.1,6023462776.5,Technology
494,CBAK,"CBAK Energy Technology, Inc.",1.45,38023809.65,Miscellaneous
495,CBAN,"Colony Bankcorp, Inc.",14.35,121103352.3,Finance
496,CBAY,CymaBay Therapeutics Inc.,12.08,529878581.68,Health Care
497,CBFV,"CB Financial Services, Inc.",31.1044,127155564.81,Finance
498,CBIO,"Catalyst Biosciences, Inc. ",23.83,138542377.4,Health Care
499,CBLI,"Cleveland BioLabs, Inc.",3.47,39141023.98,Health Care
500,CBMG,"Cellular Biomedicine Group, Inc.",19.15,291436266.6,Health Care
501,CBOE,"Cboe Global Markets, Inc.",136.56,15493800445.44,Finance
502,CBPO,"China Biologic Products Holdings, Inc.",81.06,2238013181.46,Health Care
503,CBRL,"Cracker Barrel Old Country Store, Inc.",175.9,4220684088.7,Consumer Services
504,CBSH,"Commerce Bancshares, Inc.",59.02,6613195249.44,Finance
505,CBSHP,"Commerce Bancshares, Inc.",26.06,2388148928.24,Finance
506,CBTX,"CBTX, Inc.",28.86,722822134.32,Finance
507,CCBG,Capital City Bank Group,24.96,423472533.12,Finance
508,CCCL,"China Ceramics Co., Ltd.",2.12,6763997.8,Capital Goods
509,CCCR,"China Commercial Credit, Inc.",1.6605,32298244.3575,Finance
510,CCD,Calamos Dynamic Convertible & Income Fund,20.2,492570778.4,n/a
511,CCIH,ChinaCache International Holdings Ltd.,1.61,33734503.88,Technology
512,CCLP,CSI Compressco LP,6.58,247484571.46,Energy
513,CCMP,Cabot Microelectronics Corporation,102.25,2611562137.5,Technology
514,CCNE,CNB Financial Corporation,27.1,414186833.7,Finance
515,CCOI,"Cogent Communications Holdings, Inc.",44.85,2061080673.6,Consumer Services
516,CCRC,"China Customer Relations Centers, Inc.",14.02,256980992,Miscellaneous
517,CCRN,"Cross Country Healthcare, Inc.",14,510732754,Technology
518,CCUR,"CCUR Holdings, Inc.",5.72,56589264.16,Technology
519,CCXI,"ChemoCentryx, Inc.",9.49,462795641.36,Health Care
520,CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,47.5976,30938440,n/a
521,CDEV,"Centennial Resource Development, Inc.",20.38,5622577304.56,Energy
522,CDK,"CDK Global, Inc.",71.54,9839471453.14,Miscellaneous
523,CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,46.309,0,n/a
524,CDMO,"Avid Bioservices, Inc.",3.47,156888277.2,Health Care
525,CDMOP,"Avid Bioservices, Inc.",24.7,17290000,Health Care
526,CDNA,"CareDx, Inc.",6.07,173623864.14,Health Care
527,CDNS,"Cadence Design Systems, Inc.",42.23,11924062800,Technology
528,CDOR,"Condor Hospitality Trust, Inc.",10.26,119828684.34,Consumer Services
529,CDTI,"Clean Diesel Technologies, Inc.",1.36,21491992.96,Capital Goods
530,CDTX,"Cidara Therapeutics, Inc.",7.25,146726536.75,Health Care
531,CDW,CDW Corporation,76.5,11709306189,Consumer Services
532,CDXC,ChromaDex Corporation,4.73,254651970.98,Consumer Durables
533,CDXS,"Codexis, Inc.",8.55,413365695.75,Basic Industries
534,CDZI,"Cadiz, Inc.",14.7,335190282,Public Utilities
535,CECE,CECO Environmental Corp.,4.47,155143191.03,Capital Goods
536,CECO,Career Education Corporation,12.4,856760590.4,Consumer Services
537,CELC,Celcuity Inc.,16.58,167160389,Health Care
538,CELG,Celgene Corporation,100.34,78999380856.54,Health Care
539,CELGZ,Celgene Corporation,0.63,0,Health Care
540,CELH,"Celsius Holdings, Inc.",5.75,262654784.75,Consumer Non-Durables
541,CEMI,"Chembio Diagnostics, Inc.",8.15,100396345.5,Health Care
542,CENT,Central Garden & Pet Company,38.78,2010556196.74,Consumer Durables
543,CENTA,Central Garden & Pet Company,37.54,1946268169.82,Consumer Durables
544,CENX,Century Aluminum Company,22.83,1993674314.16,Basic Industries
545,CERC,Cerecor Inc.,3.1807,82872683.6599,Health Care
546,CERCW,Cerecor Inc.,0.31,0,Health Care
547,CERN,Cerner Corporation,68.29,22700613247.84,Technology
548,CERS,Cerus Corporation,4.37,504973750.58,Health Care
549,CETV,Central European Media Enterprises Ltd.,4.75,688578149.75,Consumer Services
550,CETX,Cemtrex Inc.,2.82,29760932.04,Capital Goods
551,CETXP,Cemtrex Inc.,5.5,0,Capital Goods
552,CETXW,Cemtrex Inc.,0.37,0,Capital Goods
553,CEVA,"CEVA, Inc.",42.6,936133935,Technology
554,CEY,VictoryShares Emerging Market High Div Volatility Wtd ETF,27.81,0,n/a
555,CEZ,VictoryShares Emerging Market Volatility Wtd ETF,31.1965,0,n/a
556,CFA,VictoryShares US 500 Volatility Wtd ETF,51.01,10202000,n/a
557,CFBI,"Community First Bancshares, Inc.",11.725,88385981.25,Finance
558,CFBK,Central Federal Corporation,2.5898,59921924.817,Finance
559,CFFI,C&F Financial Corporation,54.7,190782058.3,Finance
560,CFFN,"Capitol Federal Financial, Inc.",13.15,1817734165.25,Finance
561,CFMS,"ConforMIS, Inc.",1.3,59187074.7,Health Care
562,CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,51.06,35742000,n/a
563,CFRX,ContraFect Corporation,1.44,106064648.64,Health Care
564,CG,The Carlyle Group L.P.,25.85,8644651428.6,Finance
565,CGBD,"TCG BDC, Inc.",17.89,1112894017.67,n/a
566,CGEN,Compugen Ltd.,2.7,138055741.2,Health Care
567,CGIX,"Cancer Genetics, Inc.",1.875,45475933.125,Health Care
568,CGNT,"Cogentix Medical, Inc.",2.81,171144921.46,Health Care
569,CGNX,Cognex Corporation,63.1,10927228793.8,Capital Goods
570,CGO,Calamos Global Total Return Fund,15.11,127906165.11,n/a
571,CHCI,"Comstock Holding Companies, Inc.",1.381,4927461.859,Capital Goods
572,CHCO,City Holding Company,69.39,1083735032.31,Finance
573,CHDN,"Churchill Downs, Incorporated",259.75,4012642676.25,Consumer Services
574,CHEF,"The Chefs&#39; Warehouse, Inc.",20.55,584891572.35,Consumer Non-Durables
575,CHEK,Check-Cap Ltd.,0.8722,16803105.6956,Health Care
576,CHEKW,Check-Cap Ltd.,0.22,0,Health Care
577,CHFC,Chemical Financial Corporation,59.14,4211181980,Finance
578,CHFN,Charter Financial Corp.,19.39,293415684.8,Finance
579,CHFS,"CHF Solutions, Inc.",3.81,6854167.14,Health Care
580,CHI,Calamos Convertible Opportunities and Income Fund,11.14,780059807.08,n/a
581,CHKE,Cherokee Inc.,1.55,21624152.3,Consumer Non-Durables
582,CHKP,Check Point Software Technologies Ltd.,103.04,17102085020.16,Technology
583,CHMA,"Chiasma, Inc.",1.65,40225706.4,Health Care
584,CHMG,Chemung Financial Corp,45.3,214740165.3,Finance
585,CHNR,"China Natural Resources, Inc.",2.7,67259473.2,Basic Industries
586,CHRS,"Coherus BioSciences, Inc.",10.05,590151416.7,Health Care
587,CHRW,"C.H. Robinson Worldwide, Inc.",91.98,12850057989.72,Transportation
588,CHSCL,CHS Inc,27.35,0,Consumer Services
589,CHSCM,CHS Inc,26.2501,498751900,Consumer Services
590,CHSCN,CHS Inc,26.87,451416000,Consumer Services
591,CHSCO,CHS Inc,28.675,324577343.125,Consumer Services
592,CHSCP,CHS Inc,29.17,210964965.86,Consumer Services
593,CHTR,"Charter Communications, Inc.",371.18,92748206079.76,Consumer Services
594,CHUBA,"CommerceHub, Inc.",20.09,870235034.34,Technology
595,CHUBK,"CommerceHub, Inc.",19.095,827134792.47,Technology
596,CHUY,"Chuy&#39;s Holdings, Inc.",26.6,449904340.2,Consumer Services
597,CHW,Calamos Global Dynamic Income Fund,9.54,562926703.68,n/a
598,CHY,Calamos Convertible and High Income Fund,11.97,868268021.67,n/a
599,CIBR,First Trust NASDAQ Cybersecurity ETF,24.32,406144048.64,n/a
600,CID,VictoryShares International High Div Volatility Wtd ETF,37.49,0,n/a
601,CIDM,Cinedigm Corp,1.37,47709702,Consumer Services
602,CIFS,China Internet Nationwide Financial Services Inc.,43.66,961530554.36,Consumer Services
603,CIGI,Colliers International Group Inc. ,59.4,2233942939.8,Finance
604,CIL,VictoryShares International Volatility Wtd ETF,42.7596,0,n/a
605,CINF,Cincinnati Financial Corporation,77.17,12661418876.75,Finance
606,CIU,iShares Intermediate Credit Bond ETF,107.93,7231310000,n/a
607,CIVB,"Civista Bancshares, Inc. ",22.77,232219275.75,Finance
608,CIVBP,"Civista Bancshares, Inc. ",71.75,0,Finance
609,CIZ,VictoryShares Developed Enhanced Volatility Wtd ETF,36.98,0,n/a
610,CIZN,Citizens Holding Company,21.9,107194039.5,Finance
611,CJJD,"China Jo-Jo Drugstores, Inc.",1.416,35703984.048,Consumer Durables
612,CKPT,"Checkpoint Therapeutics, Inc.",4.39,111979584.42,Health Care
613,CLAR,Clarus Corporation,7.45,223807424.25,Consumer Non-Durables
614,CLBS,"Caladrius Biosciences, Inc.",4.119,39010472.34,Health Care
615,CLCT,"Collectors Universe, Inc.",27.35,243989295.3,Miscellaneous
616,CLDC,China Lending Corporation,2.49,59159454.33,Finance
617,CLDX,"Celldex Therapeutics, Inc.",2.75,373959654.75,Health Care
618,CLFD,"Clearfield, Inc.",13,179632167,Public Utilities
619,CLGN,"CollPlant Holdings, Ltd.",8.99,30774684.87,n/a
620,CLIR,ClearSign Combustion Corporation,2.15,33553658.95,Capital Goods
621,CLIRW,ClearSign Combustion Corporation,0.7,0,Capital Goods
622,CLLS,Cellectis S.A.,31.01,274614977.91,Health Care
623,CLMT,"Calumet Specialty Products Partners, L.P.",7.65,587434327.65,Energy
624,CLNE,Clean Energy Fuels Corp.,1.57,237204326.06,Public Utilities
625,CLRB,"Cellectar Biosciences, Inc.",1.17,18502334.37,Health Care
626,CLRBW,"Cellectar Biosciences, Inc.",0.1001,0,Health Care
627,CLRBZ,"Cellectar Biosciences, Inc.",0.5,0,Health Care
628,CLRG,IQ Chaikin U.S. Large Cap ETF,26.69,68059526.69,n/a
629,CLRO,"ClearOne, Inc.",8.355,70300248.315,Public Utilities
630,CLSD,"Clearside Biomedical, Inc.",6.33,160417676.85,Health Care
631,CLSN,Celsion Corporation,2.3,36943384.3,Health Care
632,CLUB,"Town Sports International Holdings, Inc.",6.1,162754649,Consumer Services
633,CLVS,"Clovis Oncology, Inc.",59.25,2983336921.5,Health Care
634,CLWT,Euro Tech Holdings Company Limited,3.44,7669854.96,Consumer Durables
635,CLXT,"Calyxt, Inc.",23.01,637218921.3,Basic Industries
636,CMCO,Columbus McKinnon Corporation,41.37,951446290.2,Capital Goods
637,CMCSA,Comcast Corporation,41.89,195784301958.7,Consumer Services
638,CMCT,CIM Commercial Trust Corporation,16.9,739965469.1,Consumer Services
639,CMCTP,CIM Commercial Trust Corporation,2.12,0,Consumer Services
640,CME,CME Group Inc.,158.91,54076198359.36,Finance
641,CMFN,CM Finance Inc,8.05,110208364,n/a
642,CMPR,Cimpress N.V,153.01,4749611410.83,Miscellaneous
643,CMRX,"Chimerix, Inc.",4.68,220557785.76,Health Care
644,CMSS,CM Seven Star Acquisition Corporation,9.68,254807530.56,Finance
645,CMSSR,CM Seven Star Acquisition Corporation,0.3,0,Finance
646,CMSSU,CM Seven Star Acquisition Corporation,9.98,0,Finance
647,CMSSW,CM Seven Star Acquisition Corporation,0.28,0,Finance
648,CMTA,Clementia Pharmaceuticals Inc.,16,507481344,Health Care
649,CMTL,Comtech Telecommunications Corp.,22.29,526212623.85,Technology
650,CNAC,Constellation Alpha Capital Corp.,9.78,181223400,Finance
651,CNACR,Constellation Alpha Capital Corp.,0.449,0,Finance
652,CNACU,Constellation Alpha Capital Corp.,10.41,192897300,Finance
653,CNACW,Constellation Alpha Capital Corp.,0.25,0,Finance
654,CNAT,Conatus Pharmaceuticals Inc.,5.3,159028948.6,Health Care
655,CNBKA,"Century Bancorp, Inc.",80.3,447103092.7,Finance
656,CNCE,"Concert Pharmaceuticals, Inc.",20.46,465927477.84,Health Care
657,CNCR,Loncar Cancer Immunotherapy ETF,28.03,0,n/a
658,CNET,"ChinaNet Online Holdings, Inc.",3.02,48720279.86,Technology
659,CNFR,"Conifer Holdings, Inc.",6,51110928,Finance
660,CNIT,"China Information Technology, Inc.",2.16,86899303.44,Technology
661,CNMD,CONMED Corporation,63.35,1769610284.4,Health Care
662,CNOB,"ConnectOne Bancorp, Inc.",29.5,946119870,Finance
663,CNSL,"Consolidated Communications Holdings, Inc.",12.41,879075281.22,Public Utilities
664,CNTF,China TechFaith Wireless Communication Technology Limited,2.8935,21003878.8845,n/a
665,CNTY,"Century Casinos, Inc.",9.08,266587165.6,Consumer Services
666,CNXN,"PC Connection, Inc.",27.24,730457870.16,Consumer Services
667,COBZ,CoBiz Financial Inc.,20.2,853113973,Finance
668,CODA,"Coda Octopus Group, Inc.",4.6,41964548.8,Capital Goods
669,CODX,"Co-Diagnostics, Inc.",2.74,33655351.5,Health Care
670,COGT,"Cogint, Inc.",3.65,239173820.1,Consumer Services
671,COHR,"Coherent, Inc.",254.93,6327797000.72,Capital Goods
672,COHU,"Cohu, Inc.",22.74,643269529.32,Capital Goods
673,COKE,Coca-Cola Bottling Co. Consolidated,202.84,1893342839.96,Consumer Non-Durables
674,COLB,"Columbia Banking System, Inc.",43.6,3183832360.8,Finance
675,COLL,"Collegium Pharmaceutical, Inc.",23.65,770097851.05,Health Care
676,COLM,Columbia Sportswear Company,75.88,5302228288.84,Consumer Non-Durables
677,COMM,"CommScope Holding Company, Inc.",39.77,7586607126.2,Technology
678,COMT,iShares Commodities Select Strategy ETF,38.105,327703000,n/a
679,CONE,CyrusOne Inc,56.93,5198221370,Consumer Services
680,CONN,"Conn&#39;s, Inc.",31.55,989741830.55,Consumer Services
681,COOL,"PolarityTE, Inc.",20.53,131166662.72,Technology
682,CORE,"Core-Mark Holding Company, Inc.",21.77,1005587779.42,Consumer Non-Durables
683,CORI,"Corium International, Inc.",12.54,452938229.04,Health Care
684,CORT,Corcept Therapeutics Incorporated,24.29,2772075870.69,Health Care
685,COST,Costco Wholesale Corporation,193.47,84953812862.37,Consumer Services
686,COUP,Coupa Software Incorporated,38.93,2142960011.42,Technology
687,COWN,Cowen Inc.,13.3,413466104.1,Finance
688,COWNZ,Cowen Inc.,25.12,0,Finance
689,CPAH,CounterPath Corporation,4.4,26071438.8,Technology
690,CPHC,Canterbury Park Holding Corporation,15.125,66708691.5,Consumer Services
